Site,SKU,Device,Color,RAM,Storage,isDefault
MY,SM-L715FZKAXME,Galaxy Watch Ultra2,Titanium Gray,,LTE,
MY,SM-L715FZSAXME,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
NL,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,O
NL,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,
NL,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,O
NL,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,
NL,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
NL,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
NL,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
NL,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
NL,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,O
NL,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,
NL,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
NL,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,O
NL,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,
NL,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
NL,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
NL,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
NL,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
NL,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
NL,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
NL,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
NL,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
NL,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
NL,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
NL,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
NL,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
NL,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
NL,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
NL,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
NL,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
NL,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
NL,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
NL,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
NL,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
NL,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
NL,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
NL,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
NL,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
NL,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
NL,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
NL,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
NL,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
NL,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
NL,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
NL,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
NL,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
NZ,SM-F776BLGAXNZ,Galaxy Z Flip8,Mint,12GB,256GB,O
NZ,SM-F776BLGEXNZ,Galaxy Z Flip8,Mint,12GB,512GB,
NZ,SM-F776BLIAXNZ,Galaxy Z Flip8,Pink,12GB,256GB,O
NZ,SM-F776BLIEXNZ,Galaxy Z Flip8,Pink,12GB,512GB,
NZ,SM-F776BZKAXNZ,Galaxy Z Flip8,Graphite,12GB,256GB,
NZ,SM-F776BZKEXNZ,Galaxy Z Flip8,Graphite,12GB,512GB,
NZ,SM-F776BZWAXNZ,Galaxy Z Flip8,Cream,12GB,256GB,
NZ,SM-F776BZWEXNZ,Galaxy Z Flip8,Cream,12GB,512GB,
NZ,SM-F971BLVDXNZ,Galaxy Z Fold8,Lavender,12GB,256GB,O
NZ,SM-F971BLVGXNZ,Galaxy Z Fold8,Lavender,12GB,512GB,
NZ,SM-F971BLVHXNZ,Galaxy Z Fold8,Lavender,16GB,1TB,
NZ,SM-F971BZGDXNZ,Galaxy Z Fold8,Pistachio,12GB,256GB,O
NZ,SM-F971BZGGXNZ,Galaxy Z Fold8,Pistachio,12GB,512GB,
NZ,SM-F971BZGHXNZ,Galaxy Z Fold8,Pistachio,16GB,1TB,
NZ,SM-F971BZKDXNZ,Galaxy Z Fold8,Graphite,12GB,256GB,
NZ,SM-F971BZKGXNZ,Galaxy Z Fold8,Graphite,12GB,512GB,
NZ,SM-F971BZKHXNZ,Galaxy Z Fold8,Graphite,16GB,1TB,
NZ,SM-F971BZWDXNZ,Galaxy Z Fold8,Cream,12GB,256GB,
NZ,SM-F971BZWGXNZ,Galaxy Z Fold8,Cream,12GB,512GB,
NZ,SM-F971BZWHXNZ,Galaxy Z Fold8,Cream,16GB,1TB,
NZ,SM-F976BDGDXNZ,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
NZ,SM-F976BDGGXNZ,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
NZ,SM-F976BDGHXNZ,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
NZ,SM-F976BZKDXNZ,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
NZ,SM-F976BZKGXNZ,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
NZ,SM-F976BZKHXNZ,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
NZ,SM-F976BZVDXNZ,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
NZ,SM-F976BZVGXNZ,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
NZ,SM-F976BZVHXNZ,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
NZ,SM-F976BZWDXNZ,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
NZ,SM-F976BZWGXNZ,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
NZ,SM-F976BZWHXNZ,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
NZ,SM-L340NZEAXNZ,Galaxy Watch9,Cream,,BLUETOOTH,O
NZ,SM-L340NZKAXNZ,Galaxy Watch9,Graphite,,BLUETOOTH,
NZ,SM-L345FZEAXNZ,Galaxy Watch9,Cream,,LTE,O
NZ,SM-L345FZKAXNZ,Galaxy Watch9,Graphite,,LTE,
NZ,SM-L350NZKAXNZ,Galaxy Watch9,Graphite,,BLUETOOTH,O
NZ,SM-L350NZSAXNZ,Galaxy Watch9,Silver,,BLUETOOTH,
NZ,SM-L355FZKAXNZ,Galaxy Watch9,Graphite,,LTE,O
NZ,SM-L355FZSAXNZ,Galaxy Watch9,Silver,,LTE,
NZ,SM-L715FZKAXNZ,Galaxy Watch Ultra2,Titanium Gray,,LTE,
NZ,SM-L715FZSAXNZ,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
PH,SM-F776BLGAPHL,Galaxy Z Flip8,Mint,12GB,256GB,
PH,SM-F776BLGEPHL,Galaxy Z Flip8,Mint,12GB,512GB,O
PH,SM-F776BLIAPHL,Galaxy Z Flip8,Pink,12GB,256GB,
PH,SM-F776BLIEPHL,Galaxy Z Flip8,Pink,12GB,512GB,O
PH,SM-F776BZKAPHL,Galaxy Z Flip8,Graphite,12GB,256GB,
PH,SM-F776BZKEPHL,Galaxy Z Flip8,Graphite,12GB,512GB,
PH,SM-F776BZWAPHL,Galaxy Z Flip8,Cream,12GB,256GB,
PH,SM-F776BZWEPHL,Galaxy Z Flip8,Cream,12GB,512GB,
PH,SM-F971BLVDPHL,Galaxy Z Fold8,Lavender,12GB,256GB,
PH,SM-F971BLVGPHL,Galaxy Z Fold8,Lavender,12GB,512GB,O
PH,SM-F971BLVHPHL,Galaxy Z Fold8,Lavender,16GB,1TB,
PH,SM-F971BZGDPHL,Galaxy Z Fold8,Pistachio,12GB,256GB,
PH,SM-F971BZGGPHL,Galaxy Z Fold8,Pistachio,12GB,512GB,O
PH,SM-F971BZGHPHL,Galaxy Z Fold8,Pistachio,16GB,1TB,
PH,SM-F971BZKDPHL,Galaxy Z Fold8,Graphite,12GB,256GB,
PH,SM-F971BZKGPHL,Galaxy Z Fold8,Graphite,12GB,512GB,
PH,SM-F971BZKHPHL,Galaxy Z Fold8,Graphite,16GB,1TB,
PH,SM-F971BZWDPHL,Galaxy Z Fold8,Cream,12GB,256GB,
PH,SM-F971BZWGPHL,Galaxy Z Fold8,Cream,12GB,512GB,
PH,SM-F971BZWHPHL,Galaxy Z Fold8,Cream,16GB,1TB,
PH,SM-F976BDGDPHL,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
PH,SM-F976BDGGPHL,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
PH,SM-F976BDGHPHL,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
PH,SM-F976BZKDPHL,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
PH,SM-F976BZKGPHL,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
PH,SM-F976BZKHPHL,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
PH,SM-F976BZVDPHL,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
PH,SM-F976BZVGPHL,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
PH,SM-F976BZVHPHL,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
PH,SM-F976BZWDPHL,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
PH,SM-F976BZWGPHL,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
PH,SM-F976BZWHPHL,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
PH,SM-L340NZEAASA,Galaxy Watch9,Cream,,BLUETOOTH,O
PH,SM-L340NZKAASA,Galaxy Watch9,Graphite,,BLUETOOTH,
PH,SM-L345FZEAXTC,Galaxy Watch9,Cream,,LTE,O
PH,SM-L345FZKAXTC,Galaxy Watch9,Graphite,,LTE,
PH,SM-L350NZKAASA,Galaxy Watch9,Graphite,,BLUETOOTH,O
PH,SM-L350NZSAASA,Galaxy Watch9,Silver,,BLUETOOTH,
PH,SM-L355FZKAXTC,Galaxy Watch9,Graphite,,LTE,O
PH,SM-L355FZSAXTC,Galaxy Watch9,Silver,,LTE,
PH,SM-L715FZKAXTC,Galaxy Watch Ultra2,Titanium Gray,,LTE,
PH,SM-L715FZSAXTC,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
PL,SM-F776BLGGEUE,Galaxy Z Flip8,Mint,12GB,256GB,O
PL,SM-F776BLGHEUE,Galaxy Z Flip8,Mint,12GB,512GB,
PL,SM-F776BLIGEUE,Galaxy Z Flip8,Pink,12GB,256GB,O
PL,SM-F776BLIHEUE,Galaxy Z Flip8,Pink,12GB,512GB,
PL,SM-F776BZKGEUE,Galaxy Z Flip8,Graphite,12GB,256GB,
PL,SM-F776BZKHEUE,Galaxy Z Flip8,Graphite,12GB,512GB,
PL,SM-F776BZWGEUE,Galaxy Z Flip8,Cream,12GB,256GB,
PL,SM-F776BZWHEUE,Galaxy Z Flip8,Cream,12GB,512GB,
PL,SM-F971BLVBEUE,Galaxy Z Fold8,Lavender,12GB,256GB,O
PL,SM-F971BLVCEUE,Galaxy Z Fold8,Lavender,12GB,512GB,
PL,SM-F971BLVNEUE,Galaxy Z Fold8,Lavender,16GB,1TB,
PL,SM-F971BZGBEUE,Galaxy Z Fold8,Pistachio,12GB,256GB,O
PL,SM-F971BZGCEUE,Galaxy Z Fold8,Pistachio,12GB,512GB,
PL,SM-F971BZGNEUE,Galaxy Z Fold8,Pistachio,16GB,1TB,
PL,SM-F971BZKBEUE,Galaxy Z Fold8,Graphite,12GB,256GB,
PL,SM-F971BZKCEUE,Galaxy Z Fold8,Graphite,12GB,512GB,
PL,SM-F971BZKNEUE,Galaxy Z Fold8,Graphite,16GB,1TB,
PL,SM-F971BZWBEUE,Galaxy Z Fold8,Cream,12GB,256GB,
PL,SM-F971BZWCEUE,Galaxy Z Fold8,Cream,12GB,512GB,
PL,SM-F971BZWNEUE,Galaxy Z Fold8,Cream,16GB,1TB,
PL,SM-F976BDGBEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
PL,SM-F976BDGCEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
PL,SM-F976BDGNEUE,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
PL,SM-F976BZKBEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
PL,SM-F976BZKCEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
PL,SM-F976BZKNEUE,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
PL,SM-F976BZVBEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
PL,SM-F976BZVCEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
PL,SM-F976BZVNEUE,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
PL,SM-F976BZWBEUE,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
PL,SM-F976BZWCEUE,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
PL,SM-F976BZWNEUE,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
PL,SM-L340NZEAEUE,Galaxy Watch9,Cream,,BLUETOOTH,O
PL,SM-L340NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,
PL,SM-L345FZEAEUE,Galaxy Watch9,Cream,,LTE,O
PL,SM-L345FZKAEUE,Galaxy Watch9,Graphite,,LTE,
PL,SM-L350NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,O
PL,SM-L350NZSAEUE,Galaxy Watch9,Silver,,BLUETOOTH,
PL,SM-L355FZKAEUE,Galaxy Watch9,Graphite,,LTE,O
PL,SM-L355FZSAEUE,Galaxy Watch9,Silver,,LTE,
PL,SM-L715FZKAEUE,Galaxy Watch Ultra2,Titanium Gray,,LTE,O
PL,SM-L715FZSAEUE,Galaxy Watch Ultra2,Titanium Silver,,LTE,
PT,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,O
PT,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,
PT,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,O
PT,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,
PT,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
PT,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
PT,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
PT,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
PT,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,O
PT,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,
PT,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
PT,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,O
PT,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,
PT,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
PT,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
PT,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
PT,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
PT,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
PT,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
PT,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
PT,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
PT,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
PT,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
PT,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
PT,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
PT,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
PT,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
PT,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
PT,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
PT,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
PT,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
PT,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
PT,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
PT,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
PT,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
PT,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
PT,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
PT,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
PT,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
PT,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
PT,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
PT,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
PT,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
PT,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
PT,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
PT,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
RO,SM-F776BLGGEUE,Galaxy Z Flip8,Mint,12GB,256GB,
RO,SM-F776BLGHEUE,Galaxy Z Flip8,Mint,12GB,512GB,O
RO,SM-F776BLIGEUE,Galaxy Z Flip8,Pink,12GB,256GB,
RO,SM-F776BLIHEUE,Galaxy Z Flip8,Pink,12GB,512GB,O
RO,SM-F776BZKGEUE,Galaxy Z Flip8,Graphite,12GB,256GB,
RO,SM-F776BZKHEUE,Galaxy Z Flip8,Graphite,12GB,512GB,
RO,SM-F776BZWGEUE,Galaxy Z Flip8,Cream,12GB,256GB,
RO,SM-F776BZWHEUE,Galaxy Z Flip8,Cream,12GB,512GB,
RO,SM-F971BLVBEUE,Galaxy Z Fold8,Lavender,12GB,256GB,
RO,SM-F971BLVCEUE,Galaxy Z Fold8,Lavender,12GB,512GB,O
RO,SM-F971BLVNEUE,Galaxy Z Fold8,Lavender,16GB,1TB,
RO,SM-F971BZGBEUE,Galaxy Z Fold8,Pistachio,12GB,256GB,
RO,SM-F971BZGCEUE,Galaxy Z Fold8,Pistachio,12GB,512GB,O
RO,SM-F971BZGNEUE,Galaxy Z Fold8,Pistachio,16GB,1TB,
RO,SM-F971BZKBEUE,Galaxy Z Fold8,Graphite,12GB,256GB,
RO,SM-F971BZKCEUE,Galaxy Z Fold8,Graphite,12GB,512GB,
RO,SM-F971BZKNEUE,Galaxy Z Fold8,Graphite,16GB,1TB,
RO,SM-F971BZWBEUE,Galaxy Z Fold8,Cream,12GB,256GB,
RO,SM-F971BZWCEUE,Galaxy Z Fold8,Cream,12GB,512GB,
RO,SM-F971BZWNEUE,Galaxy Z Fold8,Cream,16GB,1TB,
RO,SM-F976BDGBEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
RO,SM-F976BDGCEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
RO,SM-F976BDGNEUE,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
RO,SM-F976BZKBEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
RO,SM-F976BZKCEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
RO,SM-F976BZKNEUE,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
RO,SM-F976BZVBEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
RO,SM-F976BZVCEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
RO,SM-F976BZVNEUE,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
RO,SM-F976BZWBEUE,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
RO,SM-F976BZWCEUE,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
RO,SM-F976BZWNEUE,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
RO,SM-L340NZEAEUE,Galaxy Watch9,Cream,,BLUETOOTH,O
RO,SM-L340NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,
RO,SM-L345FZEAEUE,Galaxy Watch9,Cream,,LTE,O
RO,SM-L345FZKAEUE,Galaxy Watch9,Graphite,,LTE,
RO,SM-L350NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,O
RO,SM-L350NZSAEUE,Galaxy Watch9,Silver,,BLUETOOTH,
RO,SM-L355FZKAEUE,Galaxy Watch9,Graphite,,LTE,O
RO,SM-L355FZSAEUE,Galaxy Watch9,Silver,,LTE,
RO,SM-L715FZKAEUE,Galaxy Watch Ultra2,Titanium Gray,,LTE,
RO,SM-L715FZSAEUE,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
SA,SM-F776BLGOMEA,Galaxy Z Flip8,Mint,12GB,256GB,
SA,SM-F776BLGPMEA,Galaxy Z Flip8,Mint,12GB,512GB,O
SA,SM-F776BLIOMEA,Galaxy Z Flip8,Pink,12GB,256GB,
SA,SM-F776BLIPMEA,Galaxy Z Flip8,Pink,12GB,512GB,O
SA,SM-F776BZKOMEA,Galaxy Z Flip8,Graphite,12GB,256GB,
SA,SM-F776BZKPMEA,Galaxy Z Flip8,Graphite,12GB,512GB,
SA,SM-F776BZWOMEA,Galaxy Z Flip8,Cream,12GB,256GB,
SA,SM-F776BZWPMEA,Galaxy Z Flip8,Cream,12GB,512GB,
SA,SM-F971BLVIMEA,Galaxy Z Fold8,Lavender,12GB,256GB,
SA,SM-F971BLVOMEA,Galaxy Z Fold8,Lavender,12GB,512GB,O
SA,SM-F971BLVPMEA,Galaxy Z Fold8,Lavender,16GB,1TB,
SA,SM-F971BZGIMEA,Galaxy Z Fold8,Pistachio,12GB,256GB,
SA,SM-F971BZGOMEA,Galaxy Z Fold8,Pistachio,12GB,512GB,O
SA,SM-F971BZGPMEA,Galaxy Z Fold8,Pistachio,16GB,1TB,
SA,SM-F971BZKIMEA,Galaxy Z Fold8,Graphite,12GB,256GB,
SA,SM-F971BZKOMEA,Galaxy Z Fold8,Graphite,12GB,512GB,
SA,SM-F971BZKPMEA,Galaxy Z Fold8,Graphite,16GB,1TB,
SA,SM-F971BZWIMEA,Galaxy Z Fold8,Cream,12GB,256GB,
SA,SM-F971BZWOMEA,Galaxy Z Fold8,Cream,12GB,512GB,
SA,SM-F971BZWPMEA,Galaxy Z Fold8,Cream,16GB,1TB,
SA,SM-F976BDGIMEA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
SA,SM-F976BDGOMEA,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
SA,SM-F976BDGPMEA,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
SA,SM-F976BZKIMEA,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
SA,SM-F976BZKOMEA,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
SA,SM-F976BZKPMEA,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
SA,SM-F976BZVIMEA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
SA,SM-F976BZVOMEA,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
SA,SM-F976BZVPMEA,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
SA,SM-F976BZWIMEA,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
SA,SM-F976BZWOMEA,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
SA,SM-F976BZWPMEA,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
SA,SM-L340NZEAMEA,Galaxy Watch9,Cream,,BLUETOOTH,O
SA,SM-L340NZKAMEA,Galaxy Watch9,Graphite,,BLUETOOTH,
SA,SM-L350NZKAMEA,Galaxy Watch9,Graphite,,BLUETOOTH,O
SA,SM-L350NZSAMEA,Galaxy Watch9,Silver,,BLUETOOTH,
SA,SM-L715FZKAKSA,Galaxy Watch Ultra2,Titanium Gray,,LTE,
SA,SM-L715FZSAKSA,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
SA_EN,SM-F776BLGOMEA,Galaxy Z Flip8,Mint,12GB,256GB,
SA_EN,SM-F776BLGPMEA,Galaxy Z Flip8,Mint,12GB,512GB,O
SA_EN,SM-F776BLIOMEA,Galaxy Z Flip8,Pink,12GB,256GB,
SA_EN,SM-F776BLIPMEA,Galaxy Z Flip8,Pink,12GB,512GB,O
SA_EN,SM-F776BZKOMEA,Galaxy Z Flip8,Graphite,12GB,256GB,
SA_EN,SM-F776BZKPMEA,Galaxy Z Flip8,Graphite,12GB,512GB,
SA_EN,SM-F776BZWOMEA,Galaxy Z Flip8,Cream,12GB,256GB,
SA_EN,SM-F776BZWPMEA,Galaxy Z Flip8,Cream,12GB,512GB,
SA_EN,SM-F971BLVIMEA,Galaxy Z Fold8,Lavender,12GB,256GB,
SA_EN,SM-F971BLVOMEA,Galaxy Z Fold8,Lavender,12GB,512GB,O
SA_EN,SM-F971BLVPMEA,Galaxy Z Fold8,Lavender,16GB,1TB,
SA_EN,SM-F971BZGIMEA,Galaxy Z Fold8,Pistachio,12GB,256GB,
SA_EN,SM-F971BZGOMEA,Galaxy Z Fold8,Pistachio,12GB,512GB,O
SA_EN,SM-F971BZGPMEA,Galaxy Z Fold8,Pistachio,16GB,1TB,
SA_EN,SM-F971BZKIMEA,Galaxy Z Fold8,Graphite,12GB,256GB,
SA_EN,SM-F971BZKOMEA,Galaxy Z Fold8,Graphite,12GB,512GB,
SA_EN,SM-F971BZKPMEA,Galaxy Z Fold8,Graphite,16GB,1TB,
SA_EN,SM-F971BZWIMEA,Galaxy Z Fold8,Cream,12GB,256GB,
SA_EN,SM-F971BZWOMEA,Galaxy Z Fold8,Cream,12GB,512GB,
SA_EN,SM-F971BZWPMEA,Galaxy Z Fold8,Cream,16GB,1TB,
